review_idx,rating,review_text,cleanliness_sentiment,staff_service_sentiment,wifi_quality_sentiment,location_accessibility_sentiment,safety_&_securiy_sentiment,cleanliness_confidence,staff_service_confidence,wifi_quality_confidence,location_accessibility_confidence,safety_&_securiy_confidence,cleanliness_evidence,staff_service_evidence,wifi_quality_evidence,location_accessibility_evidence,safety_&_securiy_evidence
7609,2,"good location need work service stayed hotel weekend getaway friends, friend thought good idea room right checked request checked, problem checked 2 hrs did, night bunch friends partying hollywood night come room 2-3am morning discover staff changed room direct permission, room key no longer worked ",not_mentioned,negative,not_mentioned,positive,not_mentioned,0.0,0.9,0.0,0.8,0.0,,"staff changed room direct permission, room key no longer worked seeked assistance desk informed room personal belongings showing vacant meaning checked room luck, not happy situation shift manager did not handle situation, did not apologize putting fault entire situation",,good location,
3283,2,"okay stay not impressed husband stayed marriott long weekend, minute weekend trip husband did minimal research, favor research destination especially limited time, not place stay not kids, despite kids teenagers matter parents screaming running pool area not obeying rules pool pool area beautiful re",positive,neutral,not_mentioned,not_mentioned,not_mentioned,0.8,0.7,0.0,0.0,0.0,brian lobby bar nice gerry kept lobby area neat clean,"staff pool area friendly, not say staff pool attentive... arrived early woman friendly checked gave beeper let know room ready... man gave room key not friendly",,,
1363,2,"ok budget, like reviewers mentioned little hesitant staying place, reasons room semi-wet smells moldy, brought air freshener neutralize, no guaranteed parking rented car, hassle guarantee parking day trip, electricity went not fixed, belonging middle night room, budget ideal place, staff approachabl",negative,positive,not_mentioned,positive,negative,0.9,0.8,0.0,0.9,0.7,room semi-wet smells moldy,staff approachable accomodating,,walking distance beautiful beach waikiki international market place numerous restaurants/stores/shops,"electricity went not fixed, belonging middle night room"
5913,2,"avoid hotel preface let say husband extensive traveller platinum member intercontinental hotels years, really likes service holiday inn express hotels, said choose hotel closness train going downtown car.the desk staff 2 exceptions horrible, check people ahead greeted curt no rooms available yet-com",not_mentioned,negative,not_mentioned,positive,neutral,0.0,0.9,0.0,0.9,0.7,,"the desk staff 2 exceptions horrible, check people ahead greeted curt no rooms available yet-comeback 3 1 pm... lady checks reservation realizes dh like said travels extensively just falls apologize sudden room right, nice not nice travellers... bartender informed quite rudely wine available did n't keys cooler, felt interrupting watching game people there",,choose hotel closness train going downtown car,"they security rides lot 24/7 golf cart hotel backs iffy area, did ride gain access"
18837,2,"beautiful resort problems husband just returned resort, tried like, read positive negative reveiws choosing, unfortunately negative statements accurate not just written picky travelers bad attitudes, following review hopefully serve avoiding problems choosing different resort, suggest eat buffet soo",negative,negative,not_mentioned,neutral,not_mentioned,0.9,0.8,0.0,0.5,0.0,"food items dinner recycled buffet lunch, food ok not delicious.","showed activities no showed assumed canceled, later rescheduled later, no told,",,"make sure room conveniently located long hot walk,",
9406,2,"needs bathroom renos worst experience 3 wk, trip italy, not easy spite directions chose parking simple, arrived evening shown room closest desk heart sank, hoped double doors closed noise, previous guest written buzzer rang time arrived telephones ringing hallway/lobby conversations, noisy especiall",negative,negative,not_mentioned,neutral,not_mentioned,0.95,0.8,0.0,0.6,0.0,"wet shower picture, did n't realize operational toilet seat badly cracked water, towels lovely clean did n't absorb, ended trying sponge bath sink awkward confined space,","told did n't choice chance rooms, upstairs/back rooms quieter away desk proper shower fa",,"not easy spite directions chose parking simple,",
15861,2,"no room claustrophobic n't stay, room extremely small 2 people especially 5 days unable upack suitcases, room suited 1 person, no room, no room store shopping extra luggage, main complaint hotel, staff friendly room clean hotel ideally situated mtr star ferry buses shops, happy hour bar good include",positive,positive,not_mentioned,positive,not_mentioned,0.9,0.9,0.0,0.95,0.0,room clean,staff friendly,,"hotel ideally situated mtr star ferry buses shops,",
4639,2,"appalling check-in check-out hotel bills deluxe hotel, design brilliant totally impactical, lights not work baths taking 20 minutes service amateur wonder staff, room cleaned 5.00 p.m. staff walking room 8.30 a.m. unanounced, list endless interestingly noone cared, want service n't waste time, make ",negative,negative,not_mentioned,not_mentioned,negative,0.8,0.9,0.0,0.0,0.8,room cleaned 5.00 p.m.,"staff walking room 8.30 a.m. unanounced, list endless interestingly noone cared, want service n't waste time,",,,"make sure n't leave bags reception stuck lables left permanent mark,"
12839,2,"not sure liked hotel, read reviews hotel honestly bit dissapointed arrival, located pasteur metro station easy walk gare montparnasse main attractions hotel lobby really grotty, booked room hostelworld.com got good price, room smoking room smelt really awful night, linen just reeked, bed pretty comf",negative,not_mentioned,not_mentioned,positive,not_mentioned,0.9,0.0,0.0,0.9,0.0,"room smoking room smelt really awful night, linen just reeked, hotel lobby really grotty,",,,located pasteur metro station easy walk gare montparnasse main attractions,
3141,2,"moldy nightmare, huband traveled ct. punta cana stay meliacaribe, mistake, arrived late night did not notice thenext morning view half erected cement bldg instead ofbeautiful gardens beach, noticed upholsteredfurniture moldy, bldg 35 thought explained desk desk services taken care immeditately not p",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.95,0.9,0.0,0.0,0.0,"noticed upholsteredfurniture moldy, rooms food service really damper things,","desk services taken care immeditately not punta cana, took 3 days, second room better nothing great 5 apple resort, calling morning book nights dinner reservations real pain,",,,
2005,2,"not cup tea boyfriend stayed waikiki wedding, picked hotel convenient location not expensive, felt little uncomfortable beginning arrived desk clerk referred boyfriend companion finding n't married, initial pause delivery line feel like just random girl picked night, time returned hotel went desk ro",negative,negative,not_mentioned,positive,not_mentioned,0.9,0.9,0.0,0.8,0.0,"room bed sank middle air conditioning problematic decor cross japanese 60 instead cute retro like n't bothered update dust 40 years,","felt little uncomfortable beginning arrived desk clerk referred boyfriend companion finding n't married, clerk looked puzzled actually leaned counter looked gate obviously wondering boyfriend,",,picked hotel convenient location,
1254,2,"need street wise, stayed 2 weeks 35 night dbl rm, fantastically cheap agent london bt pay, clean room bt desperately old decor, cigarette burns carpet clean bedding, rm cleaned/bed changed 3 days, web page totally inaccurate, no restaurant famous veggie restaurant closed years ago no tea/coffee maki",negative,neutral,not_mentioned,neutral,negative,0.9,0.7,0.0,0.6,0.9,"cigarette burns carpet clean bedding, rm cleaned/bed changed 3 days, leaflets slightly grubby foyer,",staff pleasant bt uninterested no additional information tourist advice given,,area incredible view beautiful city hall rough neighborhood,heard arguments hotel manager long term residents glass foyer door kicked police visited evict tenant.
10411,2,"smelly needs makeover husband stayed recently not impressed, located high-end shopping street located near sights good things say, came no lobby elevator 2nd floor check, immediately smelled like stewed cabbage hallways reception area, nights room looked like came 1950. rickety platform stairs room,",negative,not_mentioned,not_mentioned,positive,not_mentioned,0.95,0.0,0.0,0.9,0.0,"immediately smelled like stewed cabbage hallways reception area, nights room looked like came 1950. rickety platform stairs room, none items room matched, fact dark gloomy, pillows awful smelled like pickles literally, shower hardly fit child mind adult, water pressure terrible, towels pickle smell, nights moved rooms fresco walls, pickle/cabbage smell linens pillows,",,,located high-end shopping street located near sights,
